timestamp,zone_datetime,status,zone_name,carbon_intensity_avg,carbon_intensity_unit,fossilFuelPercentage
1633795202,2021-10-09T15:00:00.000Z,ok,US-CAL-CISO,194,gCO2eq/kWh,34.91
1633797003,2021-10-09T16:00:00.000Z,ok,US-CAL-CISO,192,gCO2eq/kWh,34.38
1633798802,2021-10-09T16:00:00.000Z,ok,US-CAL-CISO,161,gCO2eq/kWh,27.169999999999998
1633800603,2021-10-09T17:00:00.000Z,ok,US-CAL-CISO,160,gCO2eq/kWh,27.13
1633802402,2021-10-09T17:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633804203,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633806002,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633807803,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633809602,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633811403,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633813203,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633815003,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633816802,2021-10-09T18:00:00.000Z,ok,US-CAL-CISO,164,gCO2eq/kWh,27.87
1633820403,2021-10-09T22:00:00.000Z,ok,US-CAL-CISO,150,gCO2eq/kWh,24.48
1633822203,2021-10-09T23:00:00.000Z,ok,US-CAL-CISO,150,gCO2eq/kWh,24.51
1633824002,2021-10-09T23:00:00.000Z,ok,US-CAL-CISO,173,gCO2eq/kWh,29.719999999999995
1633825803,2021-10-10T00:00:00.000Z,ok,US-CAL-CISO,175,gCO2eq/kWh,30.06
1633827602,2021-10-10T00:00:00.000Z,ok,US-CAL-CISO,206,gCO2eq/kWh,36.17
1633829405,2021-10-10T01:00:00.000Z,ok,US-CAL-CISO,207,gCO2eq/kWh,36.31
1633831212,2021-10-10T01:00:00.000Z,ok,US-CAL-CISO,281,gCO2eq/kWh,51.81
1633833002,2021-10-10T02:00:00.000Z,ok,US-CAL-CISO,281,gCO2eq/kWh,51.86999999999999
1633834803,2021-10-10T02:00:00.000Z,ok,US-CAL-CISO,284,gCO2eq/kWh,52.31
1633836602,2021-10-10T03:00:00.000Z,ok,US-CAL-CISO,284,gCO2eq/kWh,52.300000000000004
1633838412,2021-10-10T03:00:00.000Z,ok,US-CAL-CISO,283,gCO2eq/kWh,52.46999999999999
1633840210,2021-10-10T04:00:00.000Z,ok,US-CAL-CISO,283,gCO2eq/kWh,52.46999999999999
1633842012,2021-10-10T04:00:00.000Z,ok,US-CAL-CISO,275,gCO2eq/kWh,49.57
1633843802,2021-10-10T05:00:00.000Z,ok,US-CAL-CISO,275,gCO2eq/kWh,49.37
1633845602,2021-10-10T05:00:00.000Z,ok,US-CAL-CISO,269,gCO2eq/kWh,50.55
1633847403,2021-10-10T06:00:00.000Z,ok,US-CAL-CISO,269,gCO2eq/kWh,50.56
1633849202,2021-10-10T06:00:00.000Z,ok,US-CAL-CISO,271,gCO2eq/kWh,51.9
1633851002,2021-10-10T07:00:00.000Z,ok,US-CAL-CISO,271,gCO2eq/kWh,51.93
1633852803,2021-10-10T07:00:00.000Z,ok,US-CAL-CISO,250,gCO2eq/kWh,48.24
1633854602,2021-10-10T08:00:00.000Z,ok,US-CAL-CISO,250,gCO2eq/kWh,48.19
1633856402,2021-10-10T08:00:00.000Z,ok,US-CAL-CISO,288,gCO2eq/kWh,55.720000000000006
1633858202,2021-10-10T09:00:00.000Z,ok,US-CAL-CISO,288,gCO2eq/kWh,55.720000000000006
1633860002,2021-10-10T09:00:00.000Z,ok,US-CAL-CISO,293,gCO2eq/kWh,56.58
1633861803,2021-10-10T10:00:00.000Z,ok,US-CAL-CISO,293,gCO2eq/kWh,56.54
1633863602,2021-10-10T10:00:00.000Z,ok,US-CAL-CISO,292,gCO2eq/kWh,56.26
1633865403,2021-10-10T11:00:00.000Z,ok,US-CAL-CISO,291,gCO2eq/kWh,56.06
1633867202,2021-10-10T11:00:00.000Z,ok,US-CAL-CISO,294,gCO2eq/kWh,56.53
1633869002,2021-10-10T12:00:00.000Z,ok,US-CAL-CISO,294,gCO2eq/kWh,56.53
1633870802,2021-10-10T12:00:00.000Z,ok,US-CAL-CISO,300,gCO2eq/kWh,57.81
1633872602,2021-10-10T13:00:00.000Z,ok,US-CAL-CISO,300,gCO2eq/kWh,57.81
1633874402,2021-10-10T13:00:00.000Z,ok,US-CAL-CISO,303,gCO2eq/kWh,58.4
1633876202,2021-10-10T14:00:00.000Z,ok,US-CAL-CISO,303,gCO2eq/kWh,58.39
1633878003,2021-10-10T14:00:00.000Z,ok,US-CAL-CISO,297,gCO2eq/kWh,56.28999999999999
1633879802,2021-10-10T15:00:00.000Z,ok,US-CAL-CISO,296,gCO2eq/kWh,56.19
1633881602,2021-10-10T15:00:00.000Z,ok,US-CAL-CISO,191,gCO2eq/kWh,33.19
1633883402,2021-10-10T16:00:00.000Z,ok,US-CAL-CISO,186,gCO2eq/kWh,32.08
1633885202,2021-10-10T16:00:00.000Z,ok,US-CAL-CISO,150,gCO2eq/kWh,23.97
1633887003,2021-10-10T17:00:00.000Z,ok,US-CAL-CISO,150,gCO2eq/kWh,23.86
1633888802,2021-10-10T17:00:00.000Z,ok,US-CAL-CISO,143,gCO2eq/kWh,22.33
1633890602,2021-10-10T18:00:00.000Z,ok,US-CAL-CISO,142,gCO2eq/kWh,22.25
